userId,characterName,cardCode,cardEffort,recoveryDate
121671514410975232.00000,Kaede Akamatsu,hs5wsl,52,1619824128.47400
130401447052443648.00000,Sailor DJ,q26cwz,51,
146321803797725184.00000,Rias Gremory,q9rwcs,51,1618316685.48700
146321803797725184.00000,Iori Yamato,q183hc,51,
,Jean,qqvm8x,51,
191412938492477440.00000,Riku Dola,h24hvj,51,
204774279190020096.00000,Zenitsu Agatsuma,vbckd9,51,
,Keroberos,q02xtd,51,
191412938492477440.00000,My Melody,q2htx5,51,
,Sandra,qmbd9k,51,
,Zero Two,08pft6,51,1616421119.46800
191412938492477440.00000,Sailor Mars,h2vk1r,51,
130401447052443648.00000,Haru Okumura,qkjnxp,51,
,Melissa Shield,0cx9qv,50,
,Singing Jigglypuff,q1lctq,50,
,Panther,qhfvjk,50,
,Tsukasa Yugi,v83r0d,50,
191412938492477440.00000,Nino Nakano,h3h6x2,50,1618925821.95200
121671514410975232.00000,Shishiro Botan,0ddk9x,50,
121671514410975232.00000,Elizabeth Liones,qtdtl0,50,
121671514410975232.00000,Charlotte,q35t4j,50,
,Killua Zoldyck,0vw934,50,1614706814.06600
146321803797725184.00000,Killua Zoldyck,2w3rws,50,
,Gengar,qw7mkc,50,
,Ilse Langner,qwrf8k,50,
146321803797725184.00000,Nakiri Ayame,hmmdnx,50,1619180709.76300
192137381627822080.00000,Killua Zoldyck,v76bjg,49,1616660513.11100
130401447052443648.00000,Donald Trump,qbsxjk,49,
130401447052443648.00000,Usada Pekora,qnl5hn,49,1619131302.54700
191412938492477440.00000,Shinobu Kochou,0sw950,49,1616676446.09600
121671514410975232.00000,Pico,q2xst5,49,
191412938492477440.00000,Bruno Bucciarati,q96wkf,49,
781493924422090752.00000,Houshou Marine,0svk3d,49,
588990868988362752.00000,Ging Freecss,qtpmf3,49,
130401447052443648.00000,Mika,qfjsqm,49,
192137381627822080.00000,Asta,vrw4l5,49,
,Ryuu Yamada,q5t2hx,49,
,Zoro Roronoa,q1ds6d,49,
191412938492477440.00000,Diavolo,hztn01,49,
121671514410975232.00000,Tadashi Yamaguchi,hld4vx,49,
191412938492477440.00000,Little Giant,qz6xpp,49,
130401447052443648.00000,Mantyke,0cgrgf,48,
191412938492477440.00000,Sanemi Shinazugawa,qvfjpc,48,
321284717427294208.00000,Tenya Iida,qlhpd2,48,
121671514410975232.00000,Usada Pekora,0d18vt,48,1617882097.33900
121671514410975232.00000,Tanaka Ichi,qzj7pp,48,
371042880078348160.00000,AZKi,q737s9,48,
321284717427294208.00000,Evergreen,q9fg1z,48,
121671514410975232.00000,Satori Tendou,qgh4zf,48,
191412938492477440.00000,Chomusuke,qdv9t6,47,1616464653.97100
,Tomura Shigaraki,0xrcd4,47,1615512931.17400
,Gaara,0dp1w5,46,
371588536526176256.00000,Xiangling,qrzg82,46,
371042880078348160.00000,Muichirou Tokitou,q73k38,46,
191412938492477440.00000,Inugami Korone,q3wl1p,46,
121671514410975232.00000,Natsuki,qmxxlr,46,
371042880078348160.00000,Hasuki Komai,qz5bqb,46,
262726274101936064.00000,Shiro,qzkktq,46,
121671514410975232.00000,Shanks,0tljtr,46,
371042880078348160.00000,Naruto Uzumaki,q7b7hl,46,
191412938492477440.00000,Nekomata Okayu,qs7qj8,46,
,Sakura Miko,qjlpds,46,
192137381627822080.00000,Gray,qfj3kw,46,
146321803797725184.00000,Tomoya Okazaki,qvq0rm,46,
,Giyuu Tomioka,q5grjr,46,1615209703.45700
321284717427294208.00000,Hwa Ryun,h0q911,45,
,Levi,qkzn3c,45,
121671514410975232.00000,Tetsurou Kuroo,0pb0k8,45,
146321803797725184.00000,Ozen,q2vg92,45,
707483431692402688.00000,Asuna,qvtx65,45,
,Kuroyukihime,0cjjl2,45,
,Gaara,05c3g7,45,
,Xiao,0knqdl,45,
121671514410975232.00000,Anya Dostoyevskaya,qmq20j,45,
146321803797725184.00000,King,q4wl12,45,
371042880078348160.00000,Ganyu,qlz740,45,
,Akihiko Kaji,0s4kpb,45,
121671514410975232.00000,Darios,qwpv18,45,
,Wise,qm5m3b,45,
192137381627822080.00000,Zhongli,qgxl9q,45,
,Akame,q4027b,45,
130401447052443648.00000,Nadeko Sengoku,qc15xz,45,1619424711.85400
130401447052443648.00000,Klee,q5bsl7,45,
191412938492477440.00000,Ami Mizuno,qtnt0r,45,
191412938492477440.00000,Usada Pekora,qt02d1,45,
371042880078348160.00000,Rise Kujikawa,qkvsf0,45,
,Frost,q45rr5,45,
121671514410975232.00000,Ryunosuke Tanaka,qjdkt5,44,
191412938492477440.00000,Raphtalia,vf5bh1,44,
192137381627822080.00000,Erza Scarlet,q4vff0,44,
,Giorno Giovanna,0sdwrk,44,
321284717427294208.00000,Ludwig,qrbk52,44,
,Razor,q1th6t,44,
191412938492477440.00000,Leorio Paladiknight,qmnz8s,44,
659966929724899328.00000,Naofumi Iwatani,q306vf,44,
191412938492477440.00000,Sabito,0xm2cr,44,
89475384986312704.00000,Tatsumaki,q8srjv,44,
130401447052443648.00000,Tsukasa Yuzaki,qnxztt,44,
121671514410975232.00000,Jibril,hv2cws,44,
130401447052443648.00000,Momon,qd3wwt,43,
121671514410975232.00000,L,q17q7h,43,
371042880078348160.00000,Juuzou Suzuya,qmbdgl,43,
146321803797725184.00000,Theo,hsxjc2,43,
146321803797725184.00000,Filo,qbfdln,43,1619204523.65500
,Jonathan Joestar,qzt1x7,43,
,Akatsuki,q1b7b1,43,
121671514410975232.00000,Leorio Paladiknight,q86klx,43,
146321803797725184.00000,Minato Aqua,qg0hb5,43,1618662620.31000
191412938492477440.00000,Adolf Hitler,05pc3,43,
191412938492477440.00000,Kanae Kochou,q31khf,43,
,Momo Yaoyorozu,qj31ng,43,
146321803797725184.00000,Slaine Troyard,q39lhr,43,
121671514410975232.00000,Levi,qfznxz,43,
321284717427294208.00000,Kakyoin's Cherry,qwkgf8,43,
146321803797725184.00000,Entoma Vasilissa Zeta,qzpbnx,43,
,Natsuki,qvh4bn,43,
,Illumise,qnxvjv,43,
371042880078348160.00000,Hime Arikawa,q52s7g,43,
,Stormterror,q5w6jc,43,
321284717427294208.00000,Hestia,q59dbz,43,
146321803797725184.00000,Black Hanekawa,07j9rh,43,
146321803797725184.00000,Last Rider Krau,qnshzx,43,
121671514410975232.00000,Laurent Thierry,hlrxd0,43,
121671514410975232.00000,Osamu Dazai,qwsqn2,42,1619695102.69300
121671514410975232.00000,Esdeath,qcljz6,42,1618621225.41400
130401447052443648.00000,Moeka Kiryuu,q7kf93,42,1618088716.37700
130401447052443648.00000,Usada Pekora,h894tm,42,1619219566.50600
371042880078348160.00000,Himiko Toga,q3xsbn,41,
191412938492477440.00000,Elaina,qzz722,41,
191412938492477440.00000,All Might,qrwd3k,41,
761850452114538496.00000,Asuna,0x3hxd,41,1614646990.76600
,Hideki Hinata,0xmx11,41,
371042880078348160.00000,Greed,0pkpsq,41,
89475384986312704.00000,Maiya Hisau,hmz22s,41,
316247478405955584.00000,Denki Kaminari,qkvsts,41,
191412938492477440.00000,Venti,0mk8c7,41,
321284717427294208.00000,Registeel,qr21wl,41,
,Hisoka,qhwsvt,41,
321284717427294208.00000,Mio Naganohara,hk2j19,41,
,Zhongli,0sp4mp,41,
121671514410975232.00000,Tony Tony Chopper,v97kfk,41,
192137381627822080.00000,Luck Voltia,q0kln7,41,
,Nekomata Okayu,qkcs30,41,
130401447052443648.00000,Usada Pekora,hp41c1,41,1619133159.63500
192137381627822080.00000,Klee,01w29b,41,
672163315295846400.00000,Levi,qz5w96,41,
191412938492477440.00000,Zhongli,qh23k0,41,
191412938492477440.00000,Hestia,q03ff2,41,
,Eijirou Kirishima,06tmmm,41,
130401447052443648.00000,Hypnos,q067w6,41,
654112539688435712.00000,Adolf Hitler,vb3nrz,41,
673372683509039104.00000,C.C.,q4jfmf,41,
146321803797725184.00000,Escanor,q4vt7w,41,
,Fox,qz90vc,40,
121671514410975232.00000,Alphonse Elric,vx9lr3,40,
,Aqua,06x82c,40,
121671514410975232.00000,Akeno Himejima,qlml6r,40,
121671514410975232.00000,Little Giant,qx31gd,40,1618658460.34200
130401447052443648.00000,Ryuuko Matoi,hp893n,40,1618614661.22200
,Ren Amamiya,0bhpfb,40,
321284717427294208.00000,Winona,qrg0q0,40,
191412938492477440.00000,Eijirou Kirishima,0cfn4m,40,
146321803797725184.00000,Markl,q6v2qn,40,
130401447052443648.00000,Sailor Saturn,qnzsnf,40,
191412938492477440.00000,Porco Galliard,qh6f2x,40,
191412938492477440.00000,Mitsuri Kanroji,06vj6q,40,
121671514410975232.00000,Rin Tohsaka,q14pjm,40,
,Syaoran Li,0ch119,40,
371042880078348160.00000,King Dedede,qzdv66,40,
,Arataka Reigen,q093zm,40,
,Mina Ashido,0739mg,40,
146321803797725184.00000,Yoriichi Tsugikuni,qvjd5p,40,
,Inugami Korone,0z4hg6,40,
,Panther,q4wcrk,40,
89475384986312704.00000,Alphonse Elric,q65crd,39,
,Esdeath,qpd9w2,39,
130401447052443648.00000,Pingu,qr5jgq,39,
,Erina Nakiri,0t86b8,39,
121671514410975232.00000,Mirko,qblf2x,39,1619179373.42300
,Zweilous,qjtn8m,39,
191412938492477440.00000,Leviathan,0438vt,39,1616585415.89100
371042880078348160.00000,Queen,qwmdl8,39,
191412938492477440.00000,Meliodas,q908sq,39,
659966929724899328.00000,Happy,q92tkb,39,
104392854465417200.00000,Yu Narukami,q7vgk5,39,
371042880078348160.00000,Sei Handa,qrq4w9,39,
191412938492477440.00000,Makomo,q44zw3,39,
,Rosaria,qzstxf,39,
,Galvantula,qq45nl,39,
121671514410975232.00000,Xerneas,q9nt39,39,
247119854849622016.00000,Inugami Korone,qgmhpb,39,
191412938492477440.00000,Aether,qrnpld,39,
172136729950683136.00000,Sailor Venus,qb166v,38,1614231066.82200
121671514410975232.00000,Atomic Samurai,q6vbm0,38,
130401447052443648.00000,Naruto Uzumaki,qzghmt,38,1618839827.48700
130401447052443648.00000,Aloe,2bg06n,38,
121671514410975232.00000,Jonathan Joestar,0gppts,38,
191412938492477440.00000,Dragon & Phoenix,qdxmbz,38,
191412938492477440.00000,Erza Scarlet,03x2w2,38,
371042880078348160.00000,Sasuke Uchiha,q4whmh,38,
,Sae Niijima,q9t2cf,38,
191412938492477440.00000,Inosuke Hashibira,q5jcjw,38,1616855633.28700
191412938492477440.00000,Kid Buu,h8jh6m,38,
121671514410975232.00000,Mirio Togata,vmhtxh,38,1618885655.36500
191412938492477440.00000,Tirpitz,q9sbww,38,
,Shiranui Flare,qpt966,38,
146321803797725184.00000,Kurumi Ebisuzawa,qbfmjh,38,
,Somali,qjm4bl,38,
371042880078348160.00000,Roy Mustang,0n3q64,38,
121671514410975232.00000,Fuegoleon Vermillion,hwqq1r,37,1620044328.44300
,Killua Zoldyck,vdqsmv,37,1613943306.38400
191412938492477440.00000,Sailor Mercury,q51p19,36,
371042880078348160.00000,Nobume Imai,qg2vjz,36,
371042880078348160.00000,War Hammer Titan,qtvcmf,36,
191412938492477440.00000,Shoyo Hinata,vktj7x,36,1617197725.39600
130401447052443648.00000,Macrophage,q9jqdp,36,
146321803797725184.00000,Aerith Gainsborough,q17v88,36,
644919947004215296.00000,Echidna,q9k82h,36,
146321803797725184.00000,Spermatogonia,0c0kck,36,
130401447052443648.00000,Kenaga Bananya,qf1vgp,36,
191412938492477440.00000,Bamboo Rice,q7jl2j,36,
,Hanako,q49cwh,36,
121671514410975232.00000,Ittetsu Takeda,q6gdxb,36,1617888782.05600
321284717427294208.00000,Madame Muchmoney's Snubbull,qp4z6f,36,
146321803797725184.00000,Vanille Dia Oerba,qjvq4f,36,
259865645401768000.00000,Sanemi Shinazugawa,vjs6vl,36,1615969611.08700
781493924422090752.00000,Killua Zoldyck,qbv0d6,36,
,Howl,v0nrtz,36,
121671514410975232.00000,Kenma Kozume,vvw6lp,36,1619437288.98600
121671514410975232.00000,Black March,hpmfgj,36,1617977858.20500
130401447052443648.00000,Aruto Hiden,qdb1cw,36,
321284717427294208.00000,Lion's Head,q71zq2,36,
,Mina Ashido,q4q928,36,
,Taki Tachibana,q32qzf,35,
371042880078348160.00000,Yuri,qfc70j,35,
,Robby,0d1hv2,35,
,Ai Mikami,qmvbdr,35,
321284717427294208.00000,Korai Hoshiumi,q8vdlx,35,
,Anna Nishikinomiya,qmf4p9,35,
130401447052443648.00000,Vigoroth,07ng6d,35,
,Tokino Sora,0p50l6,35,
172136729950683136.00000,Kyoujurou Rengoku,04wnd0,35,1613950809.86400
146321803797725184.00000,Kousei Arima,06lhv0,35,
191412938492477440.00000,Cherub,qtkhc5,34,
371042880078348160.00000,Uruka Takemoto,qr0fcj,34,
191412938492477440.00000,Filo,ql5r99,34,
371042880078348160.00000,Mio Akiyama,ql87vl,34,
191412938492477440.00000,Pit,q1dnxz,34,
146321803797725184.00000,Mona,qdf0wb,34,1617073334.46000
121671514410975232.00000,Jotaro Kujo,07bcxq,34,1618880697.10700
,Kou Minamoto,qw4f7b,34,
146321803797725184.00000,Watchdog Man,qz2r13,34,
,Naruto Uzumaki,qqlb8d,34,1614974190.21100
,Noir,q5lx5d,34,
130401447052443648.00000,Ken Kaneki,07dbrd,33,1620083533.45700
191412938492477440.00000,Asuna,0nlxwl,33,1616119047.45400
121671514410975232.00000,Sola-Ui Nuada-Re Sophia-Ri,hj22l2,33,1617806842.42200
146321803797725184.00000,Rudeus Greyrat,qxtwmd,33,1616600818.90900
130401447052443648.00000,Poisson,qpt0n9,33,
,Nan,q1g75t,33,
,Alice Synthesis Thirty,q1cn9p,33,
130401447052443648.00000,Silas,qr3g8z,33,
191412938492477440.00000,Yumi Hinode,q3mgnn,33,
,Rin Okumura,0c6bz8,32,1614046170.98300
192137381627822080.00000,Katsuki Bakugou,v6xv0g,32,1614501458.84500
191412938492477440.00000,Chika Fujiwara,qqr851,31,1616365898.49200
146321803797725184.00000,Isla,qg07s7,31,
130401447052443648.00000,Holo,qwm20q,31,
,Sucy Manbavaran,qh72lt,30,
146321803797725184.00000,Sebas Tian,qh728c,30,
,Rin Tohsaka,0mpfk7,30,1614649750.51000
121671514410975232.00000,Bertholdt Hoover,hmm3nm,30,
321284717427294208.00000,Miku Nakano,qm8kwz,30,1615576531.61600
371042880078348160.00000,Shirogane Noel,qbz7gb,30,1614189815.59400
121671514410975232.00000,Lan Fan,qpmss3,30,
,Miku Nakano,qnc9mh,30,
371042880078348160.00000,Natsuki Moriyama,qp9hr7,30,
121671514410975232.00000,Rintaro Okabe,q57n6q,30,
191412938492477440.00000,Infernalqueen Archfiend,0x75q4,29,
,Anos Voldigoad,qv1b03,29,
,Takane Hibino,q4b5zn,29,
130401447052443648.00000,Haruhi Suzumiya,qfnljn,29,
191412938492477440.00000,Obanai Iguro,hhgg7f,29,
,Shinichi Izumi,qnm79r,28,
,Celestial Mercedes,qnxwv9,28,
146321803797725184.00000,Francis Scott Fitzgerald,q861z7,28,
371042880078348160.00000,Reborn,qb6xdv,28,
,Kaori Miyazono,0f0qjx,28,1613973208.80900
371042880078348160.00000,Mutsu,qfjx86,28,
,Yami Sukehiro,qz00cq,27,1615147790.18000
371042880078348160.00000,Skull,qjwjjn,27,1615160565.22500
,Mikoto Rindou,qw7rcl,27,1615123179.95100
321284717427294208.00000,Fu,qdb5w7,26,
,Korilakkuma,qv35hj,26,
191412938492477440.00000,Sailor Mars,h0nrfd,26,
321284717427294208.00000,Sig Curtis,qdszfj,26,
,Maple,qz16c3,25,
119155392776372224.00000,Kintaro Oe,q7xfn5,25,
,Gilgamesh (Caster),q1cn9g,25,
146321803797725184.00000,Quinella,hnqbnc,25,
130401447052443648.00000,Sakura Kono,qqlzvd,24,
,Tamaki Amajiki,q1fdm7,24,
,Ray,06r5xm,24,1613859142.53900
121671514410975232.00000,C.C.,qvdbrc,24,
,Electabuzz,qzzxtd,24,
121671514410975232.00000,Tsubasa Ibuki,q9nt9w,24,
371042880078348160.00000,Duel Disk,q5x27r,24,
191412938492477440.00000,Sylphynford Tachibana,hq0c2q,23,
121671514410975232.00000,O-Tama,qcbf33,23,
,Kusuo Saiki,q7ng5d,23,
588990868988362752.00000,Giuliano Flip,q901sr,23,
,Regulus Corneas,qzpbnt,23,1615217430.40500
89475384986312704.00000,Touka Kirishima,qrv2mc,23,
121671514410975232.00000,Katsuki Bakugou,q3c56c,23,
191412938492477440.00000,Present Mic,h8nmz6,23,
191412938492477440.00000,Sailor Venus,qwx16x,23,
,Lilith,q5k9kv,23,
121671514410975232.00000,Troublemaker Crozet,qrb3n2,22,1613878713.02000
,Neco-Arc,qjxdf6,21,
191412938492477440.00000,Unknown,qfw3bl,21,
121671514410975232.00000,Tokoyami Towa,064qlk,21,
146321803797725184.00000,Female Hero,qdl97z,21,
121671514410975232.00000,Emma,hwknkp,21,
,Nayuki Minase,0761hb,21,
121671514410975232.00000,Minerva,qp8528,21,
121671514410975232.00000,All Might,0tqcx2,21,
191412938492477440.00000,Pikachu,qxbvmb,21,
191412938492477440.00000,Keqing,0x32mp,21,
,Yuuna Yunohana,q1cn9r,21,
121671514410975232.00000,Ai Hinatsuru,qtm7qn,21,
,Mano Aloe,qnpqm4,21,
,Darkness,qlhzq3,21,
130401447052443648.00000,Tokarev,qjlmgg,20,
,Fischl,07l2ck,20,
,Stormterror,qzwfs2,20,
191412938492477440.00000,Sylphynford Tachibana,0f8kdp,20,
130401447052443648.00000,Rukia Kuchiki,qlx1rz,20,
121671514410975232.00000,Houshou Marine,qcjdkn,20,
192137381627822080.00000,Minato Namikaze,qh0z9s,20,1615191801.25300
130401447052443648.00000,V,0xgpwk,20,
167847691068506112.00000,Takeharu Kirijo,qlzp9c,19,
,Maki Zenin,qfmn70,19,
191412938492477440.00000,Zack,0svkbn,19,
321284717427294208.00000,Sein,qsmlwm,19,
,Charlie,q17qdt,19,
191412938492477440.00000,Sailor Jupiter,qhp1sz,19,
,Bahamut,q19h8c,19,
121671514410975232.00000,Betelgeuse Romanee-Conti,q9jp2r,19,
121671514410975232.00000,Reiner Braun,qw4fs3,19,
,Mondo Oowada,qmtnv6,19,
89475384986312704.00000,Guido Mista,qd5fbj,19,
,Klee,0xkh8z,19,1615190491.63100
,Shibisu,061z78,18,
,Yuuji Terushima,03dbjq,18,
191412938492477440.00000,Khun Aguero Agnis,qn6dsh,18,
,Mio Naganohara,07njsl,18,1613696111.66100
146321803797725184.00000,Zodd,0dqj1x,18,
174926679741825024.00000,Yu Narukami,q91sn3,18,
121671514410975232.00000,Roy Mustang,qlt2m9,18,
,Ren Amamiya,qjqhkf,18,
,Rei Ayanami,06dw0k,18,
,Yuki Sohma,0pxjwx,18,
371042880078348160.00000,Aigis,0lj9zg,17,1615730876.51000
371042880078348160.00000,Ryuji Sakamoto,0h4scp,16,
191412938492477440.00000,Candy Cane,qsbkjq,16,
,Usada Pekora,q565g2,16,
,Rama,qpwr3x,16,
371042880078348160.00000,Poké Flute,q133v2,16,1615582651.25100
,Elaina,q22hz0,16,1614008964.30600
192137381627822080.00000,Yuri Plisetsky,q982d9,16,
121671514410975232.00000,Regulus Corneas,vmsh4t,16,
121671514410975232.00000,Nodoka Toyohama,q9jtrv,16,
321284717427294208.00000,Gennou Nouzenkazura,qd5hq0,15,
121671514410975232.00000,Atsumu Miya,q11shv,15,
,Riolu,qjb0bp,15,1614857256.21000
,Kuromi,q4k997,15,
,Kyoukotsu,qz01m1,15,
191412938492477440.00000,Aladdin,qzb46z,14,
,Babidi,qhr4j6,14,
,Ash's Tepig,q4d9dq,14,
,Raetsel,q571mc,14,
121671514410975232.00000,Tetsurou Kuroo,qzcws8,14,
191412938492477440.00000,Tetsurou Kuroo,qcd66v,14,
146321803797725184.00000,Tsunomaki Watame,hvsqzn,13,
121671514410975232.00000,Kanata Hoshijima,qr3knx,13,
121671514410975232.00000,Hawks,q6gqk7,13,
,Rimuru Tempest,qp852c,13,
130401447052443648.00000,Pubic Hair,qg0ph3,13,
146321803797725184.00000,Lyse Hext,q35gfn,13,
,Air,q5xhk6,13,
,Fischl,qpnftv,13,
,Gluttony,qjtql7,12,1614699079.64800
,Leafeon,qvkxf5,11,
,Tetsuzaemon Iba,qv3gdv,11,
121671514410975232.00000,Basil Hawkins,q18mh5,11,
,Reina Otori,q1pflh,11,
,Aether,qzzjr3,11,
191412938492477440.00000,Obanai Iguro,q93g9m,10,
130401447052443648.00000,Jesus Christ,0tc71z,9,
130401447052443648.00000,Tombo,qfzrbp,8,
,Sakura Kirishima,q4hd22,8,
,Kuro-chan,qw9qhp,8,
191412938492477440.00000,Sailor Pluto,h3xlxq,8,
,Sperm Cell,qmwrb1,8,
192137381627822080.00000,Saki Izumo,qgqwbv,6,
156545729853128704.00000,Takumi Aldini,qrws9n,6,
321284717427294208.00000,Grace Wiseman,qskx17,6,
,Shuusei Kagari,qw047x,6,
121671514410975232.00000,Kiyoh Bachika,qfpdns,6,
,Dominic,qz6t73,6,
121671514410975232.00000,Tsukasa Nishino,hbwrg1,6,
,Lunala,v7m6g2,6,
121671514410975232.00000,Madoka Wakamatsu,q36xtt,5,
121671514410975232.00000,Shovel-kun,qn7j89,5,
146321803797725184.00000,Joe Yabuki,0twxgq,5,
130401447052443648.00000,Yoshiko Kouenji,06zqqw,5,
,Offmon,1253,5,
121671514410975232.00000,Kite,qrzhr5,4,
371042880078348160.00000,Aramis,q39lwg,4,
121671514410975232.00000,Miles,q9n34j,4,
121671514410975232.00000,Haguruma,q8d2mg,4,
,Susuwatari,qq0vfw,4,
,Aomi Yanagisako,0c1sm4,4,
321284717427294208.00000,Fatton's Mother,q402gb,4,
,Rachel,qq6kkg,4,
,Brick,qhk7wh,4,
130401447052443648.00000,Misuzu Kamio,06n806,4,
130401447052443648.00000,Saraana,q9ws5k,4,
121671514410975232.00000,Giolio Comanche,h43mrd,1,
130401447052443648.00000,Popo's Mother,0dn7qr,1,
610629698921299968.00000,Katya Eskevna Honda,1116,1,
121671514410975232.00000,Mihoshi Tachibana,qgmppt,1,
121671514410975232.00000,Gorilla,hbmv60,1,
,Mother,qzjm5j,1,
,Namie Yaguchi,qzbmtn,1,
,Kokoro Yotsuba,qp8999,1,
,Gori Rider,qz59j1,0,
,Yama Rikudo,qzfnxz,0,
,Azusa Shiga,qp58wq,0,
425017139649314816.00000,Adam's Mother,0c34n,0,
,Lau,qz61gp,0,
121671514410975232.00000,Achilles,2b7dc4,130,
